chromosome	start	stop	gene	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts 
chr2R	12511533	12515062	NM_165912	0	-	12512070	12514244	0	9	656,180,122,102,387,149,494,132,287,	0,721,967,1148,1339,1826,2034,2596,3242,
chr2R	13202727	13205337	NM_165971	0	-	13202855	13205208	0	4	225,1238,804,156,	0,290,1587,2454,
chr2R	17573461	17574979	NM_166240	0	+	17573698	17574542	0	4	253,81,333,649,	0,322,473,869,
chr2R	20662473	20665639	NM_166408	0	-	20662931	20665564	0	7	622,227,416,743,283,100,95,	0,686,979,1461,2312,2890,3071,
chr2R	21076839	21088226	NM_166421	0	+	21077089	21086954	0	6	300,190,1278,623,78,289,	0,8358,8608,9950,10941,11098,
chr2R	21074017	21088945	NM_166422	0	+	21077089	21086954	0	7	95,487,190,1278,623,73,608,	0,2635,11180,11430,12772,13763,14320,
chr2R	21080607	21088226	NM_166423	0	+	21084540	21086954	0	7	264,206,190,1278,623,78,289,	0,3885,4590,4840,6182,7173,7330,
chr2R	21084334	21088226	NM_166424	0	+	21084540	21086954	0	6	364,190,1278,623,78,289,	0,863,1113,2455,3446,3603,
chr2R	21080607	21088226	NM_166425	0	+	21085282	21086954	0	6	204,190,1278,623,78,289,	0,4590,4840,6182,7173,7330,
chr2R	12589238	12590705	NR_037739	0	+	12590705	12590705	0	2	1101,267,	0,1200,
chr2R	12589238	12591395	NR_037740	0	+	12591395	12591395	0	2	1101,957,	0,1200,
chr2R	12589766	12590705	NR_124526	0	+	12590705	12590705	0	2	573,267,	0,672,
chr3L	9430311	9438711	NM_001104090	0	+	9430521	9437922	0	5	1022,148,103,151,2596,	0,3587,4084,5545,5804,
chr3L	9430311	9438711	NM_001104091	0	+	9436209	9437922	0	4	1022,103,151,2596,	0,4084,5545,5804,
chr3L	9435535	9438704	NM_001104092	0	+	9436209	9437922	0	3	72,151,2589,	0,321,580,
chr3L	9456317	9459370	NM_001144454	0	+	9457988	9459334	0	4	299,380,706,188,	0,1660,2093,2865,
chr3L	184625	186310	NM_001259596	0	+	184863	185998	0	5	37,297,169,498,385,	0,152,509,741,1300,
chr3L	184625	186310	NM_001259597	0	+	184863	185998	0	5	56,300,169,498,385,	0,149,509,741,1300,
chr3L	184625	186310	NM_001259598	0	+	184863	185998	0	5	44,300,169,498,385,	0,149,509,741,1300,
chr3L	9407716	9410832	NM_001259767	0	-	9408212	9409966	0	4	1475,170,887,246,	0,1546,1803,2870,
chr3L	9406178	9410832	NM_001259768	0	-	9408212	9409966	0	4	3013,170,887,192,	0,3084,3341,4462,
chr3L	16588556	16590132	NM_001259868	0	+	16588851	16589774	0	4	401,153,284,484,	0,463,690,1092,
chr3L	1534928	1536835	NM_001274332	0	-	1535595	1536561	0	1	1907,	0,
chr3L	5810972	5812228	NM_001274522	0	+	5811078	5812075	0	3	348,533,164,	0,413,1092,
chr3L	5810972	5812228	NM_001274523	0	+	5811078	5811929	0	2	348,843,	0,413,
chr3L	9966602	9968317	NM_001274742	0	-	9967471	9968294	0	4	1019,94,208,213,	0,1084,1231,1502,
chr3L	11073291	11074388	NM_001274767	0	-	11073710	11074246	0	2	720,273,	0,824,
chr3L	9430311	9439490	NM_001300073	0	+	9430521	9438987	0	6	1022,148,103,151,1246,512,	0,3587,4084,5545,5804,8667,
chr3L	9430311	9438711	NM_001300074	0	+	9436209	9437922	0	5	525,148,103,151,2596,	0,3587,4084,5545,5804,
chr3L	184625	186296	NM_079145	0	+	184863	185998	0	4	449,169,498,371,	0,509,741,1300,
chr3L	1667191	1668654	NM_079162	0	-	1667345	1668626	0	3	544,413,59,	0,617,1404,
chr3L	17891819	17895862	NM_079408	0	-	17892234	17893377	0	8	463,297,96,192,87,105,182,97,	0,537,897,1211,1480,1632,3211,3946,
chr3L	21280490	21281506	NM_079473	0	-	21280688	21281302	0	3	299,279,322,	0,360,694,
chr3L	20396287	20401609	NM_079933	0	-	20396850	20401255	0	2	1188,1184,	0,4138,
chr3L	16588474	16590132	NM_080194	0	+	16588851	16589774	0	4	483,153,284,484,	0,545,772,1174,
chr3L	677878	680326	NM_138204	0	-	677999	679745	0	2	1949,430,	0,2018,
chr3L	1535011	1536835	NM_139362	0	-	1535595	1536561	0	1	1824,	0,
chr3L	2252743	2257423	NM_139446	0	-	2253096	2255812	0	5	528,364,210,284,312,	0,585,1033,2795,4368,
chr3L	3055078	3055842	NM_139507	0	+	3055155	3055689	0	1	764,	0,
chr3L	3941007	3942465	NM_139583	0	-	3941112	3942432	0	6	297,198,145,173,168,108,	0,364,618,856,1095,1350,
chr3L	5559469	5561598	NM_139714	0	-	5560751	5561495	0	2	1212,853,	0,1276,
chr3L	5810972	5812228	NM_139733	0	+	5811078	5811929	0	3	348,594,164,	0,413,1092,
chr3L	7912462	7913763	NM_139904	0	+	7912606	7913653	0	1	1301,	0,
chr3L	8304156	8305325	NM_139947	0	+	8304192	8305248	0	3	530,221,304,	0,591,865,
chr3L	9408190	9410832	NM_140050	0	-	9408212	9409966	0	4	1001,170,887,336,	0,1072,1329,2306,
chr3L	9430311	9438711	NM_140054	0	+	9430521	9437922	0	4	525,103,151,2596,	0,4084,5545,5804,
chr3L	9457911	9459370	NM_140062	0	+	9457988	9459334	0	3	446,706,188,	0,499,1271,
chr3L	9967207	9968317	NM_140119	0	-	9967471	9968294	0	4	414,94,208,213,	0,479,626,897,
chr3L	15608706	15610386	NM_140529	0	-	15609453	15610284	0	1	1680,	0,
chr3L	18997874	19000608	NM_140826	0	-	18998522	19000520	0	4	571,344,1297,310,	0,633,1071,2424,
chr3L	21728931	21729694	NM_141095	0	+	21729192	21729642	0	2	185,507,	0,256,
chr3L	184625	186310	NM_167799	0	+	184863	185998	0	5	56,297,169,498,385,	0,152,509,741,1300,
chr3L	184625	186310	NM_167800	0	+	184863	185998	0	5	44,297,169,498,385,	0,152,509,741,1300,
chr3L	677878	680326	NM_167837	0	-	677999	679745	0	3	1949,208,153,	0,2018,2295,
chr3L	677878	680326	NM_167838	0	-	677999	679745	0	3	1949,99,153,	0,2018,2295,
chr3L	2252752	2256812	NM_167941	0	-	2253096	2256621	0	4	519,364,210,207,	0,576,1024,3853,
chr3L	2252743	2256010	NM_167942	0	-	2253096	2255812	0	4	528,364,210,472,	0,585,1033,2795,
chr3L	9430311	9438711	NM_168343	0	+	9436209	9437922	0	3	525,151,2596,	0,5545,5804,
chr3L	11073465	11074388	NM_168438	0	-	11073710	11074246	0	2	546,273,	0,650,
chr3L	13023351	13024762	NM_168534	0	+	13023508	13024637	0	4	42,43,135,393,	0,131,380,1018,
chr3L	17891819	17895862	NM_168754	0	-	17892234	17893377	0	7	463,297,96,192,87,182,97,	0,537,897,1211,1480,3211,3946,
chr3L	19834669	19836413	NM_168820	0	+	19834800	19836237	0	3	621,692,293,	0,684,1451,
chr3L	17427304	17428836	NM_176345	0	-	17427587	17428745	0	3	500,700,191,	0,557,1341,
chr3L	2252743	2257423	NM_206241	0	-	2253096	2253969	0	4	528,364,210,312,	0,585,1033,4368,
chr3L	3893055	3893330	NR_003121	0	-	3893330	3893330	0	1	275,	0,
chr3R	13695262	13700838	NM_001104302	0	-	13696437	13698487	0	14	380,186,189,144,332,401,173,124,204,191,517,356,54,156,	0,443,698,940,1174,1564,2029,2260,2572,2828,3080,3805,4829,5420,
chr3R	13695262	13700838	NM_001104303	0	-	13696345	13700092	0	12	380,186,189,144,330,401,173,124,204,191,54,156,	0,443,698,940,1176,1564,2029,2260,2572,2828,4829,5420,
chr3R	13695262	13698569	NM_001104304	0	-	13695536	13698487	0	10	380,186,189,144,401,173,124,204,191,227,	0,443,698,940,1564,2029,2260,2572,2828,3080,
chr3R	10000505	10001276	NM_001170108	0	-	10000621	10001201	0	2	376,337,	0,434,
chr3R	23049656	23054082	NM_001170223	0	-	23049964	23053394	0	9	331,395,247,310,27,37,81,549,118,	0,390,847,1158,3265,3355,3462,3700,4308,
chr3R	24918105	24922385	NM_001170244	0	+	24918651	24920051	0	8	159,134,767,710,809,237,132,301,	0,516,711,1818,2626,3496,3792,3979,
chr3R	9999770	10001276	NM_001260084	0	-	10000621	10001201	0	3	595,309,337,	0,802,1169,
chr3R	23049656	23051230	NM_001260323	0	-	23049964	23051219	0	5	331,395,247,310,41,	0,390,847,1158,1533,
chr3R	26187306	26188807	NM_001260384	0	-	26187381	26188717	0	4	408,504,188,175,	0,464,1025,1326,
chr3R	27277248	27282661	NM_001260398	0	-	27277589	27279991	0	3	1855,865,45,	0,1929,5368,
chr3R	27277248	27281030	NM_001260399	0	-	27277589	27279991	0	3	1855,865,46,	0,1929,3736,
chr3R	27277248	27280711	NM_001260400	0	-	27277589	27279991	0	3	1855,865,135,	0,1929,3328,
chr3R	27277248	27280429	NM_001260401	0	-	27277589	27279991	0	3	1855,865,69,	0,1929,3112,
chr3R	27277248	27280711	NM_001260402	0	-	27277589	27279991	0	3	1855,865,42,	0,1929,3421,
chr3R	8803470	8805802	NM_001275459	0	-	8803564	8805498	0	3	1656,510,20,	0,1721,2312,
chr3R	13695262	13700838	NM_001275615	0	-	13695536	13700099	0	13	380,186,189,144,327,401,173,124,204,191,356,54,156,	0,443,698,940,1179,1564,2029,2260,2572,2828,3805,4829,5420,
chr3R	13695262	13699545	NM_001275616	0	-	13695536	13699302	0	11	380,186,189,144,327,401,173,124,204,191,478,	0,443,698,940,1179,1564,2029,2260,2572,2828,3805,
chr3R	13695262	13699545	NM_001275617	0	-	13696283	13699302	0	11	380,186,189,144,325,401,173,124,204,191,478,	0,443,698,940,1181,1564,2029,2260,2572,2828,3805,
chr3R	13695262	13699545	NM_001275618	0	-	13696437	13698487	0	12	380,186,189,144,332,401,173,124,204,191,517,478,	0,443,698,940,1174,1564,2029,2260,2572,2828,3080,3805,
chr3R	14568080	14568847	NM_001275640	0	-	14568406	14568785	0	2	519,184,	0,583,
chr3R	24918497	24922385	NM_001276010	0	+	24918651	24922186	0	8	258,767,124,317,809,237,132,301,	0,319,1426,1819,2234,3104,3400,3587,
chr3R	24918497	24922385	NM_001276011	0	+	24918651	24922186	0	8	258,767,124,275,809,237,132,301,	0,319,1426,1861,2234,3104,3400,3587,
chr3R	9400368	9401020	NM_001300320	0	-	9400436	9401006	0	2	510,79,	0,573,
chr3R	9400368	9401226	NM_001300321	0	-	9400436	9401006	0	3	510,81,31,	0,573,827,
chr3R	13948419	13949742	NM_001300393	0	+	13948834	13949110	0	3	579,218,388,	0,663,935,
chr3R	19643017	19644386	NM_001300478	0	-	19643507	19644287	0	3	661,101,181,	0,720,1188,
chr3R	20850515	20851427	NM_001300504	0	+	20850865	20851351	0	3	112,89,397,	0,339,515,
chr3R	21116253	21117899	NM_057631	0	+	21116303	21117855	0	4	380,365,428,304,	0,442,863,1342,
chr3R	19643257	19644386	NM_058089	0	-	19643507	19644287	0	3	421,101,181,	0,480,948,
chr3R	19903664	19904868	NM_079684	0	-	19903759	19904788	0	2	904,246,	0,958,
chr3R	22582027	22583225	NM_079728	0	-	22582204	22583120	0	2	888,240,	0,958,
chr3R	7244231	7246969	NM_141453	0	-	7244248	7246883	0	4	240,624,1613,95,	0,296,978,2643,
chr3R	8803470	8805599	NM_141579	0	-	8803564	8805498	0	2	1656,408,	0,1721,
chr3R	9400368	9401202	NM_141630	0	-	9400436	9401006	0	2	510,261,	0,573,
chr3R	9999770	10001276	NM_141709	0	-	10000621	10001201	0	3	598,309,337,	0,802,1169,
chr3R	10856806	10858066	NM_141770	0	+	10857017	10857845	0	1	1260,	0,
chr3R	11430739	11431582	NM_141816	0	-	11430843	11431489	0	2	599,174,	0,669,
chr3R	13695262	13699545	NM_142049	0	-	13695536	13699302	0	10	380,186,189,144,401,173,124,204,191,478,	0,443,698,940,1564,2029,2260,2572,2828,3805,
chr3R	14567610	14568847	NM_142117	0	-	14568406	14568785	0	2	989,184,	0,1053,
chr3R	15275521	15276474	NM_142184	0	+	15275613	15276438	0	1	953,	0,
chr3R	20850596	20851427	NM_142665	0	+	20850865	20851351	0	3	31,89,397,	0,258,434,
chr3R	24918105	24922385	NM_143054	0	+	24918651	24922186	0	9	159,134,767,124,317,809,237,132,301,	0,516,711,1818,2211,2626,3496,3792,3979,
chr3R	26187017	26188807	NM_143211	0	-	26187381	26188717	0	4	697,504,188,175,	0,753,1314,1615,
chr3R	27277248	27281847	NM_143297	0	-	27277589	27279991	0	3	1855,865,95,	0,1929,4504,
chr3R	27679290	27680336	NM_143322	0	+	27679409	27679953	0	2	140,836,	0,210,
chr3R	29049492	29050721	NM_143403	0	+	29049599	29050646	0	3	165,713,225,	0,227,1004,
chr3R	30206529	30208948	NM_143525	0	-	30206637	30208657	0	4	192,333,168,32,	0,1563,1960,2387,
chr3R	31213457	31214784	NM_143593	0	+	31213543	31214587	0	3	152,84,971,	0,214,356,
chr3R	31588672	31590392	NM_143616	0	+	31588752	31590271	0	4	187,71,243,1047,	0,247,371,673,
chr3R	31594791	31596204	NM_143619	0	-	31594923	31596158	0	2	810,157,	0,1256,
chr3R	9400236	9401226	NM_169277	0	-	9400436	9401006	0	3	642,81,31,	0,705,959,
chr3R	10708486	10709364	NM_169355	0	-	10708586	10709334	0	2	412,309,	0,569,
chr3R	13695262	13700838	NM_169550	0	-	13695536	13700099	0	12	380,186,189,144,401,173,124,204,191,356,54,156,	0,443,698,940,1564,2029,2260,2572,2828,3805,4829,5420,
chr3R	13948419	13949330	NM_169561	0	+	13948834	13949110	0	2	579,248,	0,663,
chr3R	17070522	17072675	NM_169742	0	-	17070599	17072603	0	5	253,411,251,886,94,	0,322,796,1109,2059,
chr3R	20850833	20851427	NM_169933	0	+	20850865	20851351	0	2	110,397,	0,197,
chr3R	27927356	27928174	NM_170357	0	-	27927496	27928156	0	1	818,	0,
chr3R	30206529	30208942	NM_170476	0	-	30206637	30208657	0	3	192,333,453,	0,1563,1960,
chr3R	30206446	30208694	NM_170477	0	-	30206637	30208657	0	3	275,333,205,	0,1646,2043,
chr3R	31594791	31596204	NM_170554	0	-	31594923	31596158	0	3	672,81,157,	0,729,1256,
chr3R	23049656	23054082	NM_206544	0	-	23049964	23054008	0	9	331,395,247,310,27,37,81,324,118,	0,390,847,1158,3265,3355,3462,3925,4308,
chr3R	23049656	23053505	NM_206545	0	-	23049964	23053394	0	8	331,395,247,310,27,37,81,149,	0,390,847,1158,3265,3355,3462,3700,
chr3R	30206529	30209020	NM_206589	0	-	30206637	30208657	0	4	192,333,168,104,	0,1563,1960,2387,
chr3R	23827869	23828033	NR_001599	0	+	23828033	23828033	0	1	164,	0,
chr3R	23859466	23859630	NR_001599	0	-	23859630	23859630	0	1	164,	0,
chr3R	23826333	23826497	NR_002076	0	+	23826497	23826497	0	1	164,	0,
chr3R	23827869	23828033	NR_002077	0	+	23828033	23828033	0	1	164,	0,
chr3R	23859466	23859630	NR_002077	0	-	23859630	23859630	0	1	164,	0,
chr3R	23827869	23828033	NR_002078	0	+	23828033	23828033	0	1	164,	0,
chr3R	23859466	23859630	NR_002078	0	-	23859630	23859630	0	1	164,	0,
